name,type,ownership,city,state,aka,slug
SRI Sathya SAI Institute of Higher Learning,deemed_university,trust_society,Anantapur,Andhra Pradesh,1-46215074744,sri-sathya-sai-institute-of-higher-learning
Maulana AZAD National URDU University Polytechnic Kadapa,central_university,government,YSR District,Andhra Pradesh,1-46209441063,maulana-azad-national-urdu-university-polytechnic-kadapa
Sanskrithi School of Business,affiliated_college,private_unaided,Anantapur,Andhra Pradesh,1-46209925028,sanskrithi-school-of-business
Kallam Haranadhareddy Institute of Technology,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46210750334,kallam-haranadhareddy-institute-of-technology
Vignans Foundation for Science Technology and Research,deemed_university,trust_society,Guntur,Andhra Pradesh,1-46211141270,vignans-foundation-for-science-technology-and-research
Annamacharya Institute of Technology and Sciences,affiliated_college,private_unaided,YSR District,Andhra Pradesh,1-46211142058,annamacharya-institute-of-technology-and-sciences
Hindu College of Management,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46209143231,hindu-college-of-management
Newton'S Institute of Science & Technology,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46209957268,newton-s-institute-of-science-technology
Koneru Lakshmaiah Education Foundation,deemed_university,trust_society,Guntur,Andhra Pradesh,1-46215258616,koneru-lakshmaiah-education-foundation
Behara Polytechnic,affiliated_college,private_unaided,Vizianagaram,Andhra Pradesh,1-46209143739,behara-polytechnic
DNR College of Engineering & Technology,affiliated_college,private_unaided,WEST Godavari,Andhra Pradesh,1-46210130617,dnr-college-of-engineering-technology
S.S.K Institute of Bussiness Management,affiliated_college,private_unaided,YSR District,Andhra Pradesh,1-46209318946,s-s-k-institute-of-bussiness-management
Vignanasudha Institute of Management and Technology[Vimat],affiliated_college,private_unaided,Chittoor,Andhra Pradesh,1-46209319058,vignanasudha-institute-of-management-and-technology-vimat
Alwardas Polytechnic,affiliated_college,private_unaided,Visakhapatnam,Andhra Pradesh,1-46209351282,alwardas-polytechnic
Rayalaseema University College of Engineering,state_university,government,Kurnool,Andhra Pradesh,1-46209814936,rayalaseema-university-college-of-engineering
Sapthagiri Institute of Management,affiliated_college,private_unaided,Anantapur,Andhra Pradesh,1-46210805033,sapthagiri-institute-of-management
National Degree College,affiliated_college,private_unaided,Kurnool,Andhra Pradesh,1-46272284859,national-degree-college
Aditya Degree College,affiliated_college,private_unaided,Vizianagaram,Andhra Pradesh,1-46271402310,aditya-degree-college
Kakinada SRI Aditya Degree College,affiliated_college,private_unaided,Srikakulam,Andhra Pradesh,1-46271402411,kakinada-sri-aditya-degree-college
AQJ Degree and PG College,affiliated_college,private_unaided,Visakhapatnam,Andhra Pradesh,1-46271901185,aqj-degree-and-pg-college
THE Bapatla College of ARTS and Sciences Bapatla,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46270675422,the-bapatla-college-of-arts-and-sciences-bapatla
Aditya Degree College,affiliated_college,private_unaided,Visakhapatnam,Andhra Pradesh,1-46271543053,aditya-degree-college-1-46271543053
Ideal College of ARTS and Sciences,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46270431534,ideal-college-of-arts-and-sciences
SSGS Degree College,affiliated_college,private_unaided,Anantapur,Andhra Pradesh,1-46271957629,ssgs-degree-college
Aditya Degree College TUNI,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46271449697,aditya-degree-college-tuni
K.V. Subba Reddy Degree College,affiliated_college,private_unaided,Kurnool,Andhra Pradesh,1-46272093915,k-v-subba-reddy-degree-college
Kakinada Aditya Degree College,affiliated_college,private_unaided,Srikakulam,Andhra Pradesh,1-46271306130,kakinada-aditya-degree-college
V.S.M. College,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46271958421,v-s-m-college
SRI Aditya Degree College,affiliated_college,private_unaided,WEST Godavari,Andhra Pradesh,1-46271582355,sri-aditya-degree-college
Hindu College,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46271852099,hindu-college
V S M College of Engineering,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46271095243,v-s-m-college-of-engineering
Aditya Degree College for Women,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46271450666,aditya-degree-college-for-women
SKSD Mahila Kalasala UG and PG Autonomous,affiliated_college,private_unaided,WEST Godavari,Andhra Pradesh,1-46272241702,sksd-mahila-kalasala-ug-and-pg-autonomous
Dr. Jyothirmayi Degree College,affiliated_college,private_unaided,Kurnool,Andhra Pradesh,1-46270469515,dr-jyothirmayi-degree-college
Aditya Degree College Palakol,affiliated_college,private_unaided,WEST Godavari,Andhra Pradesh,1-46271351290,aditya-degree-college-palakol
SRI Aditya Degree College,affiliated_college,private_unaided,WEST Godavari,Andhra Pradesh,1-46271451015,sri-aditya-degree-college-1-46271451015
Aditya Degree College,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46271734224,aditya-degree-college-1-46271734224
Gayatri College of Science and Managaement,affiliated_college,private_unaided,Srikakulam,Andhra Pradesh,1-46270605758,gayatri-college-of-science-and-managaement
Unity Degree College,affiliated_college,private_unaided,Visakhapatnam,Andhra Pradesh,1-46272374228,unity-degree-college
Alwardas Degree College,affiliated_college,private_unaided,Visakhapatnam,Andhra Pradesh,1-46270471089,alwardas-degree-college
SRI Nagarjuna Institute of Technology,affiliated_college,private_unaided,Prakasam,Andhra Pradesh,1-46271220780,sri-nagarjuna-institute-of-technology
Aditya Degree College,affiliated_college,private_unaided,WEST Godavari,Andhra Pradesh,1-46271494064,aditya-degree-college-1-46271494064
Aditya Degree College Srinagar Asilmetta,affiliated_college,private_unaided,Visakhapatnam,Andhra Pradesh,1-46271352608,aditya-degree-college-srinagar-asilmetta
Aditya Degree College Eluru,affiliated_college,private_unaided,WEST Godavari,Andhra Pradesh,1-46271352670,aditya-degree-college-eluru
Aditya Degree College,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46271899852,aditya-degree-college-1-46271899852
Aditya Degree College for Women Kakinada,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46271401233,aditya-degree-college-for-women-kakinada
Aditya Degree College Kakinada,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46271261756,aditya-degree-college-kakinada
Aditya Degree College,affiliated_college,private_unaided,WEST Godavari,Andhra Pradesh,1-46271401324,aditya-degree-college-1-46271401324
Aditya Degree College,affiliated_college,private_unaided,Visakhapatnam,Andhra Pradesh,1-46271401605,aditya-degree-college-1-46271401605
Aditya Degree College for Women'S,affiliated_college,private_unaided,Krishna,Andhra Pradesh,1-46271401679,aditya-degree-college-for-women-s
Aditya Degree College Rajahmundry,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46271401892,aditya-degree-college-rajahmundry
St. Ann'S College of Engineering & Technology,affiliated_college,private_unaided,Prakasam,Andhra Pradesh,1-46260171589,st-ann-s-college-of-engineering-technology
BA&KR MCA College,affiliated_college,private_unaided,Prakasam,Andhra Pradesh,1-46259691823,ba-kr-mca-college
Dr K V Subba Reddy School of Business Management,affiliated_college,private_unaided,Kurnool,Andhra Pradesh,1-46260339925,dr-k-v-subba-reddy-school-of-business-management
Gates Institute of Technology,affiliated_college,private_unaided,Anantapur,Andhra Pradesh,1-46260523362,gates-institute-of-technology
Anantha Lakshmi Institute of Technology & Sciences,affiliated_college,private_unaided,Anantapur,Andhra Pradesh,1-46269391618,anantha-lakshmi-institute-of-technology-sciences
SRI Venkateswara Institute of Science and Technology,affiliated_college,private_unaided,YSR District,Andhra Pradesh,1-46258660817,sri-venkateswara-institute-of-science-and-technology
Priyadarshini P.G College,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46259012860,priyadarshini-p-g-college
Dr.Paulraj Engineering College,affiliated_college,private_unaided,Khammam,Andhra Pradesh,1-46259691938,dr-paulraj-engineering-college
Ideal Institute of Technology,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46259692590,ideal-institute-of-technology
Dr.K.V.Subba Reddy Institute of Technology,affiliated_college,private_unaided,Kurnool,Andhra Pradesh,1-46260340900,dr-k-v-subba-reddy-institute-of-technology
Paladugu Parvathi DEVI College of Engineering and Technology,affiliated_college,private_unaided,Krishna,Andhra Pradesh,1-46260355612,paladugu-parvathi-devi-college-of-engineering-and-technology
Acharya College of Engineering,affiliated_college,private_unaided,YSR District,Andhra Pradesh,1-46260524620,acharya-college-of-engineering
GIET Engineering College,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46258855690,giet-engineering-college
P.V.K.K. Institute of Technology,affiliated_college,private_unaided,Anantapur,Andhra Pradesh,1-46258855987,p-v-k-k-institute-of-technology
PB Siddhartha College of ARTS & Science PG Studies,affiliated_college,private_unaided,Krishna,Andhra Pradesh,1-46259033939,pb-siddhartha-college-of-arts-science-pg-studies
DADI Institute of Engineering & Technology (DIET),affiliated_college,private_unaided,Vishakhapatnam,Andhra Pradesh,1-46259215392,dadi-institute-of-engineering-technology-diet
Dr. CSN Degree & PG College,affiliated_college,private_unaided,WEST Godavari,Andhra Pradesh,1-46259709483,dr-csn-degree-pg-college
THE Pedanandipadu College of ARTS & Sciences,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46259709711,the-pedanandipadu-college-of-arts-sciences
KGRL College:Pg Courses,affiliated_college,private_unaided,WEST Godavari,Andhra Pradesh,1-46260033234,kgrl-college-pg-courses
Loyola Institute of Technology and Management,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46260541364,loyola-institute-of-technology-and-management
Universal College of Engineering and Technology,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46258856695,universal-college-of-engineering-and-technology
Eswar College of Engineering,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46258873334,eswar-college-of-engineering
V.R. Institute of Post-Graduate Studies,affiliated_college,private_unaided,Nellore,Andhra Pradesh,1-46259034725,v-r-institute-of-post-graduate-studies
Siddhartha Academy of Higher Education,deemed_university,trust_society,Krishna,Andhra Pradesh,1-46259216192,siddhartha-academy-of-higher-education
Adithe Satyanarayana PG College (ASN),affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46259864511,adithe-satyanarayana-pg-college-asn
Vishnu Institute of Technology,affiliated_college,private_unaided,WEST Godavari,Andhra Pradesh,1-46260371642,vishnu-institute-of-technology
QIS College of Engineering & Technology,affiliated_college,private_unaided,Prakasam,Andhra Pradesh,1-46260552170,qis-college-of-engineering-technology
"THE Hindu College (PG Courses) PG Department of Management Studies,Machilipatnam",affiliated_college,private_unaided,Krishna,Andhra Pradesh,1-46259056121,the-hindu-college-pg-courses-pg-department-of-management-studies-machilipatnam
G.Pullaiah College of Engineering and Technology,affiliated_college,private_unaided,Kurnool,Andhra Pradesh,1-46259233164,g-pullaiah-college-of-engineering-and-technology
R.K. College of Engineering,affiliated_college,private_unaided,Krishna,Andhra Pradesh,1-46258530098,r-k-college-of-engineering
Palivela PG College,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46258710021,palivela-pg-college
MAM Women'S Engineering College,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46259056220,mam-women-s-engineering-college
Buchepalli Venkayamma Subbareddy Engineering College,affiliated_college,private_unaided,Prakasam,Andhra Pradesh,1-46259737438,buchepalli-venkayamma-subbareddy-engineering-college
St. Johns College of Engineering & Technology,affiliated_college,private_unaided,Kurnool,Andhra Pradesh,1-46259893522,st-johns-college-of-engineering-technology
Jagan'S Institute of Management and Computer Studies,affiliated_college,private_unaided,Nellore,Andhra Pradesh,1-46259894120,jagan-s-institute-of-management-and-computer-studies
Rao'S Institute of Management & Technology,affiliated_college,private_unaided,Nellore,Andhra Pradesh,1-46259894262,rao-s-institute-of-management-technology
Bonam Venkata Chalamayya Engineering College,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46260390575,bonam-venkata-chalamayya-engineering-college
SRI Annamacharya Institute of Technology and Science,affiliated_college,private_unaided,YSR District,Andhra Pradesh,1-46259079977,sri-annamacharya-institute-of-technology-and-science
KMM Institute of Postgraduate Studies,affiliated_college,private_unaided,Chittoor,Andhra Pradesh,1-46259263486,kmm-institute-of-postgraduate-studies
Aditya College of Engineering,affiliated_college,private_unaided,Chittoor,Andhra Pradesh,1-46259894858,aditya-college-of-engineering
Prabhat Institute of Computer Science,affiliated_college,private_unaided,Kurnool,Andhra Pradesh,1-46260058334,prabhat-institute-of-computer-science
Adarsh College of Engineering,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46260241679,adarsh-college-of-engineering
Priyadarshini College of Engineering & Technology,affiliated_college,private_unaided,Nellore,Andhra Pradesh,1-46258896506,priyadarshini-college-of-engineering-technology
N.B.K.R.Institute of Science & Technology,affiliated_college,private_unaided,Nellore,Andhra Pradesh,1-46259080230,n-b-k-r-institute-of-science-technology
Amrita SAI Institute of Science and Technology,affiliated_college,private_unaided,Krishna,Andhra Pradesh,1-46259757637,amrita-sai-institute-of-science-and-technology
Prasad V Potluri Siddhartha Institue of Technology,affiliated_college,private_unaided,Krishna,Andhra Pradesh,1-46260415023,prasad-v-potluri-siddhartha-institue-of-technology
S.V.K.P. & Dr. K.S. RAJU ARTS & Science College,affiliated_college,private_unaided,WEST Godavari,Andhra Pradesh,1-46258745689,s-v-k-p-dr-k-s-raju-arts-science-college
